drug_claim_name	drug_name	chembl_id	drug_claim_source
OXYMORPHONE HCL	OXYMORPHONE HYDROCHLORIDE	CHEMBL1200794	PubChem
8140			GuideToPharmacologyInteractions
CHEMBL476323	MK-0249	CHEMBL476323	ChemblInteractions
DX-8951F	EXATECAN MESYLATE	CHEMBL2106563	NCI
CHEMBL1817709	SELEPRESSIN	CHEMBL1817709	ChemblInteractions
SR 31747			PubChem
PRAVASTATIN	PRAVASTATIN	CHEMBL1144	PubChem
SAR 1118	LIFITEGRAST	CHEMBL2048028	TdgClinicalTrial
ETHYNODIOL	ETHYNODIOL	CHEMBL1201406	PubChem
DG031	VELIFLAPON	CHEMBL88712	TdgClinicalTrial
2042			GuideToPharmacologyInteractions
7694			GuideToPharmacologyInteractions
2,2,3-TRIMETHYLBUTANE	SUMATRIPTAN	CHEMBL128	PubChem
RILOTUMUMAB	RILOTUMUMAB	CHEMBL1743063	TALC
8-ISO MISOPROSTOL	MISOPROSTOL	CHEMBL606	PubChem
8649			GuideToPharmacologyInteractions
LHRH	GONADORELIN	CHEMBL1007	PubChem
ACLARUBICIN	ACLARUBICIN	CHEMBL502620	NCI
EMPAGLIFLOZIN	EMPAGLIFLOZIN	CHEMBL2107830	PubChem
CYANOCOBALAMINE	CYANOCOBALAMIN	CHEMBL2110563	PubChem
DCL000214	RELACATIB	CHEMBL203665	TTD
ARRY-380	Irbinitinib	CHEMBL3545380	CKB
RAZOXANE	RAZOXANE	CHEMBL444186	PubChem
316173-57-6	CHEMBL136689	CHEMBL136689	PubChem
CHEMBL1689654	CHEMBL1689654	CHEMBL1689654	PubChem
CHEMBL1088750	ARRY-797	CHEMBL1088750	PubChem
(R)-2-(2-(1H-1,2,4-TRIAZOL-1-YL)BENZYL)-N-(2,2-DIFLUORO-2-(PIPERIDIN-2-YL)ETHYL)OXAZOLO[4,5-C]PYRIDIN-4-AMINE			PubChem
SUCROSE OCTASULFATE	SUCROSOFATE	CHEMBL1235872	PubChem
FLUNITRAZEPAM	FLUNITRAZEPAM	CHEMBL13280	TEND
ESTREPTOPANTO	STREPTOMYCIN SULFATE	CHEMBL453087	PubChem
CHEMBL2413521	CHEMBL2413521	CHEMBL2413521	PubChem
SARDOMOZIDE			PubChem
BRIVANIB	BRIVANIB	CHEMBL377300	TALC
ESTRADIOL	ESTRADIOL	CHEMBL135	TdgClinicalTrial
DCL000928	PHENTERMINE	CHEMBL1574	TTD
2342			GuideToPharmacologyInteractions
446	CHEMBL355370	CHEMBL355370	GuideToPharmacologyInteractions
CCX168	CCX168	CHEMBL3545099	TdgClinicalTrial
CHEMBL1200671	NAFARELIN ACETATE	CHEMBL1200671	ChemblInteractions
DAP000336	CHLORPHENIRAMINE	CHEMBL505	TTD
CLONIDINE	CLONIDINE	CHEMBL134	TEND
PA-401			TdgClinicalTrial
CHEMBL679	EPINEPHRINE	CHEMBL679	ChemblInteractions
GALLAMINE TRIETHIODIDE	GALLAMINE TRIETHIODIDE	CHEMBL1200993	TdgClinicalTrial
STARGEN			TdgClinicalTrial
8349			GuideToPharmacologyInteractions
3537			GuideToPharmacologyInteractions
TAMIBAROTENE	TAMIBAROTENE	CHEMBL25202	PubChem
CHEMBL254575	CHEMBL254575	CHEMBL254575	PubChem
NEPICASTAT	NEPICASTAT	CHEMBL1188395	TdgClinicalTrial
OESTROGENS			NCI
4964			GuideToPharmacologyInteractions
HU-308	CHEMBL497392	CHEMBL497392	PubChem
CHEMBL114500	CHEMBL114500	CHEMBL114500	PubChem
CHEMBL2108675	DUPILUMAB	CHEMBL2108675	ChemblInteractions
AUY922	NVP-AUY922	CHEMBL252164	MyCancerGenome
DAP000316	PIMOZIDE	CHEMBL1423	TTD
HER2 CAR-T cells			CKB
5768	QUINIDINE SULFATE	CHEMBL3707183	GuideToPharmacologyInteractions
AGL 2043	CHEMBL2218927	CHEMBL2218927	PubChem
EINECS 215-774-7			PubChem
3957			GuideToPharmacologyInteractions
ALC-0061			TdgClinicalTrial
LY2874455	LY-2874455	CHEMBL3545264	CKB
CHEMBL486921	CHEMBL486921	CHEMBL486921	PubChem
BPTES			CKB
6845	THIOGUANINE	CHEMBL727	GuideToPharmacologyInteractions
LCK INHIBITOR	CHEMBL47940	CHEMBL47940	PubChem
AZATADINE MALEATE	AZATADINE MALEATE	CHEMBL3544908	PubChem
4-SULFAMOYL-N-[(2,4,6-TRIFLUOROPHENYL)METHYL]BENZAMIDE			PubChem
AC430	AC-430	CHEMBL3545241	TdgClinicalTrial
OLEANOLIC ACID	OLEANOLIC_ACID	CHEMBL168	PubChem
DESONIDE	DESONIDE	CHEMBL1201109	PubChem
X-396	X-396	CHEMBL3544934	MyCancerGenome
2VTO	CHEMBL463580	CHEMBL463580	PubChem
FELYPRESSIN	FELYPRESSIN	CHEMBL1908309	TEND
PTC299	CHEMBL313417	CHEMBL313417	TdgClinicalTrial
5850	CHEMBL1233457	CHEMBL1233457	GuideToPharmacologyInteractions
(1-HYDROXY-1-PHOSPHONO-2-[1,1';4',1'']TERPHENYL-3-YL-ETHYL)-PHOSPHONIC ACID	CHEMBL262616	CHEMBL262616	PubChem
DAP000185	APROTININ	CHEMBL1201619	TTD
HYDROXYACETONE	ABALOPARATIDE	CHEMBL3301581	PubChem
RIBAVIRIN MONOPHOSPHATE	RIBAVIRIN MONOPHOSPHATE	CHEMBL1235764	PubChem
AMSACRINE HYDROCHLORIDE	AMSACRINE HYDROCHLORIDE	CHEMBL1256655	PubChem
DAP000478	PHENOXYBENZAMINE	CHEMBL753	TTD
ETOPOSIDE	ETOPOSIDE	CHEMBL44657	TEND
9142			GuideToPharmacologyInteractions
6105	CHEMBL578514	CHEMBL578514	GuideToPharmacologyInteractions
8721			GuideToPharmacologyInteractions
CHEMBL512283	CHEMBL512283	CHEMBL512283	PubChem
DOXACURIUM CHLORIDE	DOXACURIUM CHLORIDE	CHEMBL1237099	TdgClinicalTrial
GR-125743	CHEMBL1908856	CHEMBL1908856	PubChem
CHEMBL1743005	DACETUZUMAB	CHEMBL1743005	ChemblInteractions
CEFOTETAN SODIUM	CEFOTETAN DISODIUM	CHEMBL1201098	PubChem
CHEMBL1692	IMIPRAMINE HYDROCHLORIDE	CHEMBL1692	ChemblInteractions
CH5132799	PA-799	CHEMBL1684984	PubChem
PARDOPRUNOX	PARDOPRUNOX	CHEMBL2103832	PubChem
6280	VERATRIDINE	CHEMBL439496	GuideToPharmacologyInteractions
SPECTOGARD	SPECTINOMYCIN HYDROCHLORIDE	CHEMBL1200407	PubChem
LEUCOGEN	FILGRASTIM	CHEMBL1201567	PubChem
ACTB1003			TdgClinicalTrial
8253	SACITUZUMAB GOVITECAN	CHEMBL3545262	GuideToPharmacologyInteractions
BENZFETAMINE	BENZPHETAMINE (CHEMBL1201358)	CHEMBL1201358	PubChem
877	CHEMBL400111	CHEMBL400111	GuideToPharmacologyInteractions
GEMIFLOXACIN MESYLATE	GEMIFLOXACIN MESYLATE	CHEMBL1200621	PubChem
ALCAFTADINE	ALCAFTADINE	CHEMBL1201747	TEND
TYRPHOSTIN A25			NCI
ESTERONE	CHEMBL756	CHEMBL756	PubChem
2-(2-HYDROXY-5-METHOXY-PHENYL)-1H-BENZOIMIDAZOLE-5-CARBOXAMIDINE			PubChem
7436	MILNACIPRAN	CHEMBL259209	GuideToPharmacologyInteractions
8504			GuideToPharmacologyInteractions
4889			GuideToPharmacologyInteractions
ZINC14880829			PubChem
PUMOSETRAG HYDROCHLORIDE	PUMOSETRAG	CHEMBL1643880	PubChem
DAP001367	EPROSARTAN MESYLATE	CHEMBL1200987	TTD
2-PYRIDIN-4-YL-BENZO[H]CHROMEN-4-ONE	CHEMBL177991	CHEMBL177991	PubChem
Radioiodine Uptake Therapy			OncoKB
CHEMBL856	PRIMIDONE	CHEMBL856	ChemblInteractions
DCL000090	APREPITANT	CHEMBL1471	TTD
CHEMBL1201513	HEPARIN CALCIUM	CHEMBL1201513	ChemblInteractions
OK-432	PENICILLIN G SODIUM	CHEMBL1126	NCI
FLAVONE ACETIC ACID			NCI
BUTORPHANOL TARTRATE	BUTORPHANOL TARTRATE	CHEMBL299400	PubChem
TOCAINIDE HYDROCHLORIDE	TOCAINIDE HYDROCHLORIDE	CHEMBL1200773	PubChem
582			GuideToPharmacologyInteractions
153504-70-2	CEVIMELINE HYDROCHLORIDE	CHEMBL2218917	PubChem
MEFENAMIC ACID	MEFENAMIC ACID	CHEMBL686	TdgClinicalTrial
8702			GuideToPharmacologyInteractions
UNII-08WQ73S7SV			PubChem
AC1OF2GI	CHOLECALCIFEROL	CHEMBL1042	PubChem
DESOXYCORTICOSTERONE	DESOXYCORTICOSTERONE	CHEMBL1498	PubChem
CHEMBL1200403	BUCLIZINE HYDROCHLORIDE	CHEMBL1200403	ChemblInteractions
VATALANIB	VATALANIB	CHEMBL101253	PubChem
9204			GuideToPharmacologyInteractions
LINAGLIPTIN	LINAGLIPTIN	CHEMBL237500	PubChem
VNA-932	CHEMBL363910	CHEMBL363910	PubChem
R-411	VALATEGRAST HYDROCHLORIDE	CHEMBL2107382	PubChem
RECOMBINANT HUMAN INSULIN-LIKE GROWTH FACTOR BINDING PROTEIN-3			TdgClinicalTrial
6-(3-AMINOPHENYL)-N-TERT-BUTYL-2-(TRIFLUOROMETHYL)QUINAZOLIN-4-AMINE	CHEMBL278894	CHEMBL278894	PubChem
FOSPROPOFOL	FOSPROPOFOL	CHEMBL1201766	TdgClinicalTrial
DECAMETHONIUM	DECAMETHONIUM	CHEMBL1190	TdgClinicalTrial
5663	AZD-1152-HQPA	CHEMBL215152	GuideToPharmacologyInteractions
DAP001293	NITAZOXANIDE	CHEMBL1401	TTD
OFATUMUMAB	OFATUMUMAB	CHEMBL1201836	MyCancerGenome
CYC116	CYC-116	CHEMBL482967	TALC
4072	CHEMBL464651	CHEMBL464651	GuideToPharmacologyInteractions
79707-12-3	CHEMBL435747	CHEMBL435747	PubChem
CHEMBL3545038	S-237648	CHEMBL3545038	ChemblInteractions
5605	TONAPOFYLLINE	CHEMBL414157	GuideToPharmacologyInteractions
2207			GuideToPharmacologyInteractions
URELUMAB	URELUMAB	CHEMBL1743085	TALC
CHEMBL68211	CHEMBL68211	CHEMBL68211	PubChem
P-[18F]MPPF			PubChem
DCL000606			TTD
DAP000096	CETRORELIX	CHEMBL1200490	TTD
TRIMETHAPHAN	TRIMETHAPHAN	CHEMBL1201329	PubChem
THIAZOLIDINE-4-CARBOXYLIC ACID	THIOPROLINE	CHEMBL1235440	PubChem
8742	VS-4718	CHEMBL3544933	GuideToPharmacologyInteractions
TCS 2314	CHEMBL389946	CHEMBL389946	PubChem
ALLICIN	ALLICIN	CHEMBL359965	PubChem
CHEMBL1456	MYCOPHENOLATE MOFETIL	CHEMBL1456	ChemblInteractions
3-[2-(PYRIDIN-4-YL)ETHYL]-1H-INDOLE	CHEMBL193156	CHEMBL193156	PubChem
CHEMBL1200748	CARBIDOPA (CHEMBL1200748)	CHEMBL1200748	ChemblInteractions
2216	APRACLONIDINE	CHEMBL647	GuideToPharmacologyInteractions
RIZATRIPTAN BENZOATE	RIZATRIPTAN BENZOATE	CHEMBL1201032	PubChem
DB02090			PubChem
CHEBI:45068			PubChem
FENCAMFAMINE	FENCAMFAMIN	CHEMBL7010	TdgClinicalTrial
CHEMBL1200418	DOBUTAMINE HYDROCHLORIDE	CHEMBL1200418	ChemblInteractions
9016			GuideToPharmacologyInteractions
AV-203	AV-203	CHEMBL2109401	TALC
MK-2461	MK-2461	CHEMBL1822792	MyCancerGenome
CHEMBL661	ALPRAZOLAM	CHEMBL661	ChemblInteractions
DCL000599	SCRIPTAID	CHEMBL96051	PubChem
H-PTH 1-34	TERIPARATIDE	CHEMBL525610	TdgClinicalTrial
TC-6987	TC-6987	CHEMBL3545410	TdgClinicalTrial
CHEMBL76874	CHEMBL76874	CHEMBL76874	PubChem
3327	SULUKAST	CHEMBL278570	GuideToPharmacologyInteractions
9570			GuideToPharmacologyInteractions
BACIMEX			PubChem
DAP000699			TTD
DCL001137			TTD
1210	CHLORPHENIRAMINE	CHEMBL505	GuideToPharmacologyInteractions
DAP001230			TTD
DPR000100			TTD
N-METHYL-{4-[2-(7-OXO-6,7-DIHYDRO-8H-[1,3]THIAZOLO[5,4-E]INDOL-8-YLIDENE)HYDRAZINO]PHENYL}METHANESULFONAMIDE	CHEMBL1234086	CHEMBL1234086	PubChem
UNII-F5Y53150C8	BUDIODARONE	CHEMBL2105631	PubChem
4-[3-[(4-IODOPHENYL)METHOXY]PROPYL]-3H-IMIDAZOLE	IODOPROXYFAN	CHEMBL19010	PubChem
3357			GuideToPharmacologyInteractions
4107			GuideToPharmacologyInteractions
CHEMBL1201467	SYNTHETIC CONJUGATED ESTROGENS, B	CHEMBL1201467	ChemblInteractions
BAFETINIB	BAFETINIB	CHEMBL206834	MyCancerGenome
9596			GuideToPharmacologyInteractions
ITP	CHEMBL1233686	CHEMBL1233686	PubChem
TOFACITINIB CITRATE	TOFACITINIB CITRATE	CHEMBL2103743	PubChem
ICRF-187	DEXRAZOXANE	CHEMBL1738	NCI
CHEMBL1200893	PROTOKYLOL HYDROCHLORIDE	CHEMBL1200893	ChemblInteractions
BUCINDOLOL	BUCINDOLOL	CHEMBL321582	TdgClinicalTrial
CHEMBL561660	CHEMBL561660	CHEMBL561660	PubChem
LEDERSPAN	TRIAMCINOLONE HEXACETONIDE	CHEMBL1200878	PubChem
PF-04620110	CHEMBL1835919	CHEMBL1835919	PubChem
1157	MENOTROPINS	CHEMBL2108427	GuideToPharmacologyInteractions
DAP000083			TTD
3945	BETULINIC ACID	CHEMBL269277	GuideToPharmacologyInteractions
9260			GuideToPharmacologyInteractions
5761			GuideToPharmacologyInteractions
DESMOTEPLASE	DESMOTEPLASE	CHEMBL2109084	TdgClinicalTrial
8820			GuideToPharmacologyInteractions
1345	CHEMBL126809	CHEMBL126809	GuideToPharmacologyInteractions
CHEMBL1956608	CHEMBL1956608	CHEMBL1956608	PubChem
DCL001106			TTD
DCL000566	DALOTUZUMAB	CHEMBL1743006	TTD
490	A-119637	CHEMBL268758	GuideToPharmacologyInteractions
UNII-Q26TX1UD0W	DIPHEMANIL	CHEMBL1201340	PubChem
GAMMA-IMINO-ATP	CHEMBL1230989	CHEMBL1230989	PubChem
CHEMBL1200874	TOLBUTAMIDE SODIUM, STERILE	CHEMBL1200874	ChemblInteractions
FULVESTRANT	FULVESTRANT	CHEMBL1358	TdgClinicalTrial
N-METHYLLEUCINE			PubChem
Bendamustine	BENDAMUSTINE	CHEMBL487253	CGI
SWEP	CHEMBL1573885	CHEMBL1573885	PubChem
9592			GuideToPharmacologyInteractions
CYCLOPENTOLATE HYDROCHLORIDE	CYCLOPENTOLATE HYDROCHLORIDE	CHEMBL1200473	PubChem
3297	CHEMBL103772	CHEMBL103772	GuideToPharmacologyInteractions
4-METHYLIMIDAZOLE	CHEMBL1230309	CHEMBL1230309	PubChem
ETHACRYNIC ACID	ETHACRYNIC ACID	CHEMBL456	TEND
6072			GuideToPharmacologyInteractions
BUSPIRONE	BUSPIRONE	CHEMBL49	TdgClinicalTrial
9606	PROCARBAZINE	CHEMBL1321	GuideToPharmacologyInteractions
CHEMBL1092830	CHEMBL1092830	CHEMBL1092830	PubChem
8118			GuideToPharmacologyInteractions
LY2275796			TdgClinicalTrial
442201-24-3	REMOGLIFLOZIN ETABONATE	CHEMBL2028665	PubChem
BERAPROST	BERAPROST	CHEMBL1207745	PubChem
SCH 66336	LONAFARNIB	CHEMBL298734	NCI
Fluorouracil	FLUOROURACIL	CHEMBL185	OncoKB
AG-14	CHEMBL1290251	CHEMBL1290251	PubChem
BUTEIN	BUTEIN	CHEMBL128000	NCI
2314	CHEMBL452887	CHEMBL452887	GuideToPharmacologyInteractions
CHEMBL406	INDAPAMIDE	CHEMBL406	ChemblInteractions
OCTANE-1,3,5,7-TETRACARBOXYLIC ACID			PubChem
DAP000091	ZAFIRLUKAST	CHEMBL603	TTD
GLIVEC	IMATINIB MESYLATE	CHEMBL1642	NCI
81	CHEMBL286607	CHEMBL286607	GuideToPharmacologyInteractions
PAZOPANIB	PAZOPANIB	CHEMBL477772	PubChem
THIIC			PubChem
CHF 6001			TdgClinicalTrial
CYSTINE	CHEMBL366563	CHEMBL366563	PubChem
DAP000523			TTD
4-{4-[(5-HYDROXY-2-METHYLPHENYL)AMINO]QUINOLIN-7-YL}-1,3-THIAZOLE-2-CARBALDEHYDE	CHEMBL237127	CHEMBL237127	PubChem
8-(2-CHLOROPHENYLAMINO)-2-(2,6-DIFLUOROPHENYLAMINO)-9-ETHYL-9H-PURINE-1,7-DIIUM	CHEMBL425616	CHEMBL425616	PubChem
DCL001000	TOLRESTAT	CHEMBL436	TTD
NAPROXEN ETEMESIL	NAPROXEN ETEMESIL	CHEMBL2105683	PubChem
5956	FELYPRESSIN	CHEMBL1908309	GuideToPharmacologyInteractions
4360	FLUNITRAZEPAM	CHEMBL13280	GuideToPharmacologyInteractions
Gemcitabine	GEMCITABINE	CHEMBL888	CKB
2-PHENYLAMINOADENOSINE	CHEMBL1256672	CHEMBL1256672	PubChem
FORETINIB	FORETINIB	CHEMBL1230609	MyCancerGenome
OLMESARTAN	OLMESARTAN	CHEMBL1516	TEND
Ceritinib	CERITINIB	CHEMBL2403108	FDA
ESTRIOL	ESTRIOL	CHEMBL193482	TEND
CHEMBL3545102	SB-773812	CHEMBL3545102	ChemblInteractions
Abemaciclib	ABEMACICLIB	CHEMBL3301610	OncoKB
ARIMOCLOMOL	ARIMOCLOMOL	CHEMBL2107726	PubChem
UNII-R22TMY97SG			PubChem
ST51039033	CHEMBL3188153	CHEMBL3188153	PubChem
152881-18-0	CHEMBL27508	CHEMBL27508	PubChem
ETHYL 3,5-DIMETHYL-1H-PYRAZOLE-4-CARBOXYLATE	CHEMBL506972	CHEMBL506972	PubChem
CHEMBL221445	CHEMBL221445	CHEMBL221445	PubChem
GELFITINIB	GEFITINIB	CHEMBL939	CancerCommons
9493			GuideToPharmacologyInteractions
SELENOMETHIONINE	SELENOMETHIONINE	CHEMBL113178	NCI
DB03182			PubChem
BUNOLOL	BUNOLOL (CHEMBL293030)	CHEMBL293030	PubChem
9117			GuideToPharmacologyInteractions
5-HYDROXY-3-[(1R)-1-(1H-PYRROL-2-YL)ETHYL]-2H-INDOL-2-ONE			PubChem
837			GuideToPharmacologyInteractions
CHEMBL3544931	TAK-659	CHEMBL3544931	ChemblInteractions
7397	CERITINIB	CHEMBL2403108	GuideToPharmacologyInteractions
AC-DEVD-CHO	CHEMBL417149	CHEMBL417149	PubChem
DCL001066			TTD
UNII-83481Y1YCX	CHEMBL230963	CHEMBL230963	PubChem
3160	CHEMBL294192	CHEMBL294192	GuideToPharmacologyInteractions
DAP000981	HUMAN DNASE-1	CHEMBL1201431	TTD
{(2S)-1-[N-(TERT-BUTOXYCARBONYL)GLYCYL]PYRROLIDIN-2-YL}METHYL (3-CHLOROPHENYL)ACETATE			PubChem
9160	DEXAMETHASONE	CHEMBL384467	GuideToPharmacologyInteractions
NVP-AAM077	CHEMBL273636	CHEMBL273636	PubChem
ZINC03869855	DICUMAROL	CHEMBL1466	PubChem
NVP ACQ090			PubChem
ENZASTAURIN	ENZASTAURIN	CHEMBL300138	TdgClinicalTrial
BAFILOMYCIN B1	BAFILOMYCIN B1	CHEMBL1076858	PubChem
UFP-101	TETRABROMOBENZOTRIAZOLE	CHEMBL177820	PubChem
Perphenazine	PERPHENAZINE	CHEMBL567	FDA
9401			GuideToPharmacologyInteractions
METHYLCELLULOSE	METHYLCELLULOSE	CHEMBL2109198	NCI
BISINDOLYLMALEIMIDE VIII	CHEMBL269264	CHEMBL269264	PubChem
MOLINDONE	MOLINDONE	CHEMBL460	TEND
Niclosamide	NICLOSAMIDE	CHEMBL1448	CKB
PHENSERINE	PHENSERINE	CHEMBL74926	TdgClinicalTrial
1921			GuideToPharmacologyInteractions
ALPHA-MALTOSE	MALTOSE	CHEMBL1908365	PubChem
CANNABIDIOL	CANNABIDIOL	CHEMBL190461	PubChem
CHEMBL301742	ARBACLOFEN	CHEMBL301742	ChemblInteractions
OXAMFLATIN	OXAMFLATIN	CHEMBL314389	PubChem
(1R,2R)-N-(2-AMINOETHYL)-2-{[(4-METHOXYPHENYL)SULFONYL]METHYL}CYCLOHEXANECARBOXAMIDE			PubChem
TAK-733	TAK-733	CHEMBL1615025	MyCancerGenome
ECG	GONADOTROPIN, CHORIONIC	CHEMBL1201509	NCI
LYSERGOL	LYSERGOL	CHEMBL1909065	PubChem
AZD4785			CKB
TROPISETRON	TROPISETRON	CHEMBL56564	NCI
499	CHEMBL25554	CHEMBL25554	GuideToPharmacologyInteractions
GLUCAGONUM	GLUCAGON	CHEMBL266481	PubChem
CHELERYTHRINE	CHELERYTHRINE	CHEMBL13045	PubChem
N-(2-FLOURO-BENZYL)-4-SULFAMOYL-BENZAMIDE	CHEMBL1179605	CHEMBL1179605	PubChem
9328	TAK-715	CHEMBL363648	GuideToPharmacologyInteractions
9114			GuideToPharmacologyInteractions
CHEMBL1200377	AMPHETAMINE ASPARTATE	CHEMBL1200377	ChemblInteractions
NORGESTIMATE	NORGESTIMATE	CHEMBL1200934	TEND
DAP001126			TTD
2-(1,3-BENZODIOXOL-5-YL)-5-[(3-FLUORO-4-METHOXYBENZYL)SULFANYL]-1,3,4-OXADIAZOLE	CHEMBL456218	CHEMBL456218	PubChem
ERLOTINIB	ERLOTINIB	CHEMBL553	NCI
1223	CLOBENPROPIT	CHEMBL14690	GuideToPharmacologyInteractions
6785	VINCRISTINE	CHEMBL90555	GuideToPharmacologyInteractions
CISATRACURIUM BESYLATE	CISATRACURIUM BESYLATE	CHEMBL1200641	TEND
PX-478			TALC
CHEMBL2108336	LIXISENATIDE	CHEMBL2108336	ChemblInteractions
Y078-DM4			CKB
PX-866	SONOLISIB	CHEMBL411907	MyCancerGenome
IBODUTANT	Ibodutant	CHEMBL266125	PubChem
[3H]S0139	CEFADROXIL	CHEMBL1644	PubChem
2-(2-METHYLPHENYL)-1H-INDOLE-5-CARBOXIMIDAMIDE			PubChem
AC1NS4H2	CHEMBL329011	CHEMBL329011	PubChem
913			GuideToPharmacologyInteractions
CYPROTERONE	CYPROTERONE	CHEMBL142130	TdgClinicalTrial
3917	CHEMBL409969	CHEMBL409969	GuideToPharmacologyInteractions
DAP000098	CONIVAPTAN	CHEMBL1755	TTD
3-(2-AMINOETHYL)-4-(AMINOMETHYL)HEPTANEDIOIC ACID			PubChem
PONATINIB	PONATINIB	CHEMBL1171837	DoCM
917			GuideToPharmacologyInteractions
5978			GuideToPharmacologyInteractions
CHEMBL507060	CHEMBL507060	CHEMBL507060	PubChem
CHEMBL18901	EFAPROXIRAL	CHEMBL18901	ChemblInteractions
CHEMBL3545228	JTS-653	CHEMBL3545228	ChemblInteractions
134615-37-5	REVEROMYCIN A	CHEMBL332724	PubChem
CHEMBL3039530	ABEDITEROL	CHEMBL3039530	ChemblInteractions
D-CARNITINE	D-CARNITINE	CHEMBL503189	PubChem
VANCOCIN HYDROCHLORIDE	VANCOMYCIN HYDROCHLORIDE	CHEMBL1200628	PubChem
GLUTAMINE	GLUTAMINE	CHEMBL930	NCI
[1-(3-CHLORO-2-FORMYL-PHENYLCARBAMOYL)-2-METHYL-PROPYL]-CARBAMIC ACID TERT-BUTYL ESTER			PubChem
1332			GuideToPharmacologyInteractions
DOXYCYCLINE	DOXYCYCLINE	CHEMBL1433	MyCancerGenomeClinicalTrial
1488			GuideToPharmacologyInteractions
Mitomycin C	MITOMYCIN	CHEMBL105	CGI
CHEMBL1096380	PLINABULIN	CHEMBL1096380	ChemblInteractions
1,3-BENZENEDIOL, 4-[1-(2-PROPENYL)-7-(TRIFLUOROMETHYL)-1H-INDAZOL-3-YL]-	CHEMBL222501	CHEMBL222501	PubChem
AMIKACIN SULFATE	AMIKACIN SULFATE	CHEMBL1164318	NCI
25-HYDROXYCHOLESTEROL	CHEMBL169046	CHEMBL169046	PubChem
HALAZEPAM	HALAZEPAM	CHEMBL970	TdgClinicalTrial
ARTEMETHER			PubChem
SIVELESTAT SODIUM	SIVELESTAT SODIUM	CHEMBL2107493	PubChem
1-OCTANOL	OCTANOL	CHEMBL26215	PubChem
DCL000345	CP-724714	CHEMBL483321	TTD
DAP000292			TTD
DAP000597	ENPROFYLLINE	CHEMBL279898	TTD
BUPIVACAINE	BUPIVACAINE	CHEMBL1098	TdgClinicalTrial
NCGC00016846-01	(R)-SUPROFEN	CHEMBL253765	PubChem
DOVITINIB	DOVITINIB	CHEMBL522892	PubChem
MEPERIDINE	MEPERIDINE	CHEMBL607	TEND
Ceritinib	CERITINIB	CHEMBL2403108	OncoKB
FORASARTAN	FORASARTAN	CHEMBL315021	PubChem
3121	CHEMBL1208085	CHEMBL1208085	GuideToPharmacologyInteractions
PROMAZINE HYDROCHLORIDE	PROMAZINE HYDROCHLORIDE	CHEMBL1200469	PubChem
CHEMBL58323	LACOSAMIDE	CHEMBL58323	ChemblInteractions
ICLAPRIM MESYLATE	ICLAPRIM MESYLATE	CHEMBL2105645	PubChem
9-BUTYL-8-(4-METHOXYBENZYL)-9H-PURIN-6-AMINE	CHEMBL112834	CHEMBL112834	PubChem
3520			GuideToPharmacologyInteractions
TASOSARTAN	TASOSARTAN	CHEMBL432162	PubChem
N,N-DIMETHYLTRYPTAMINE	N,N-DIMETHYLTRYPTAMINE	CHEMBL12420	PubChem
N-METHYL-N-(METHYLBENZYL)FORMAMIDE			PubChem
SR 31742A			PubChem
AT9283	AT-9283	CHEMBL495727	TdgClinicalTrial
ZD1839	GEFITINIB	CHEMBL939	NCI
CHEMBL1743067	SAMALIZUMAB	CHEMBL1743067	ChemblInteractions
DAP000561	PHYSOSTIGMINE	CHEMBL94	TTD
HEMIN	HEMIN	CHEMBL2096654	PubChem
LIOTHYRONINE	LIOTHYRONINE	CHEMBL1544	TdgClinicalTrial
2C6M	CHEMBL203407	CHEMBL203407	PubChem
ETHACRYNIC ACID	ETHACRYNIC ACID	CHEMBL456	NCI
NBQX	NBQX	CHEMBL222519	PubChem
PROPAFENONE	PROPAFENONE	CHEMBL631	TEND
BIM23A760	LONAPALENE	CHEMBL36648	TdgClinicalTrial
6-(2-FLUOROPHENYL)-N-(PYRIDIN-3-YLMETHYL)IMIDAZO[1,2-A]PYRAZIN-8-AMINE			PubChem
GIVINOSTAT	CHEMBL1213492	CHEMBL1213492	PubChem
6007	CHEMBL404939	CHEMBL404939	GuideToPharmacologyInteractions
NM-702			TdgClinicalTrial
2614			GuideToPharmacologyInteractions
PENTOXIFYLLINE	PENTOXIFYLLINE	CHEMBL628	TdgClinicalTrial
ZIBOTENTAN	ZIBOTENTAN	CHEMBL1628688	TALC
91	PINDOLOL	CHEMBL500	GuideToPharmacologyInteractions
PURVALANOL B	PURVALANOL B	CHEMBL23254	PubChem
[125I]IODOCYANOPINDOLOL			PubChem
CHEMBL1245	TRIMETHAPHAN CAMSYLATE	CHEMBL1245	ChemblInteractions
5262			GuideToPharmacologyInteractions
CHEMBL1201614	CALCITONIN HUMAN	CHEMBL1201614	ChemblInteractions
ARC1779			TdgClinicalTrial
TERFENADINE	TERFENADINE	CHEMBL17157	TdgClinicalTrial
115			GuideToPharmacologyInteractions
KN 62	CHEMBL130321	CHEMBL130321	PubChem
CHEMBL2104753	RIVOGLITAZONE	CHEMBL2104753	ChemblInteractions
FLURBIPROFEN AXETIL	CHEMBL3183067	CHEMBL3183067	PubChem
AZD7762	AZD-7762	CHEMBL2041933	TALC
VERUCERFONT	VERUCERFONT	CHEMBL1287935	PubChem
DCL000599	SCRIPTAID	CHEMBL96051	TTD
4-IPOMEANOL	CHEMBL1743358	CHEMBL1743358	NCI
